;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; JA211A ;Airbus A320-271N; C8Y138 ; 15 Dec 2016 ;; 5.2 Years ;;
; JA212A ;Airbus A320-271N; C8Y138 ; 1 Mar 2017 ;; 5 Years ;;
; JA213A ;Airbus A320-271N; C8Y138 ; 31 Jul 2017 ;; 4.6 Years ;;
; JA214A ;Airbus A320-271N; C8Y138 ; 7 Jun 2018 ;; 3.8 Years ;;
; JA215A ;Airbus A320-271N; C8Y138 ; 5 Jul 2018 ;; 3.7 Years ;;
; JA216A ;Airbus A320-271N; C8Y138 ; 26 Sep 2018 ;; 3.4 Years ;;
; JA217A ;Airbus A320-271N; C8Y138 ; 17 Oct 2018 ;; 3.4 Years ;;
; JA218A ;Airbus A320-271N; C8Y138 ; 27 Mar 2019 ;; 3 Years ;;
; JA219A ;Airbus A320-271N; C8Y138 ; 28 Mar 2019 ;; 2.9 Years ;;
; JA220A ;Airbus A320-271N; C8Y138 ; 14 Oct 2019 ;; 2.4 Years ;;
; JA222A ;Airbus A320-271N; C8Y138 ; 16 Mar 2020 ;; 2 Years ;;
; JA111A ;Airbus A321-211(WL); C8Y186 ; 27 Oct 2016 ;lsd ; 5.4 Years ;;
; JA112A ;Airbus A321-211(WL); C8Y186 ; 21 Nov 2016 ;lsd ; 5.3 Years ;;
; JA113A ;Airbus A321-211(WL); C8Y186 ; 14 Dec 2016 ;lsd ; 5.2 Years ;;
; JA114A ;Airbus A321-211(WL); C8Y186 ; 31 Jan 2017 ;lsd ; 5.1 Years ;;
; JA131A ;Airbus A321-272N; C8Y186 ; 5 Sep 2017 ;lsd ; 4.5 Years ;;
; JA132A ;Airbus A321-272N; C8Y186 ; 2 Oct 2017 ;lsd ; 4.4 Years ;;
; JA133A ;Airbus A321-272N; C8Y186 ; 17 May 2018 ;lsd ; 3.8 Years ;;
; JA134A ;Airbus A321-272N; C8Y186 ; 16 Jul 2018 ;lsd ; 3.6 Years ;;
; JA135A ;Airbus A321-272N; C8Y186 ; 13 Aug 2018 ;lsd ; 3.6 Years ;;
; JA136A ;Airbus A321-272N; C8Y186 ; 31 Jul 2018 ;lsd ; 3.6 Years ;;
; JA137A ;Airbus A321-272N; C8Y186 ; 27 Aug 2018 ;lsd ; 3.5 Years ;;
; JA138A ;Airbus A321-272N; C8Y186 ; 27 Sep 2018 ;lsd ; 3.5 Years ;;
; JA139A ;Airbus A321-272N; C8Y186 ; 30 Nov 2018 ;lsd ; 3.3 Years ;;
; JA140A ;Airbus A321-272N; C8Y186 ; 5 Dec 2018 ;lsd ; 3.2 Years ;;
; JA141A ;Airbus A321-272N; C8Y186 ; 17 Jan 2019 ;lsd ; 3.1 Years ;;
; JA142A ;Airbus A321-272N; C8Y186 ; 14 Sep 2020 ;; 1.5 Years ;;
; JA143A ;Airbus A321-272N; C8Y186 ; 23 Dec 2020 ;; 1.2 Years ;;
; JA144A ;Airbus A321-272N; C8Y186 ; 24 Dec 2020 ;; 1.2 Years ;;
; JA145A ;Airbus A321-272N; C8Y186 ; 17 Aug 2021 ;; 0.6 Years ;;
; JA146A ;Airbus A321-272N; C8Y186 ; 20 Dec 2021 ;; 0.2 Years ;;
; JA147A ;Airbus A321-272N; C8Y186 ; 16 Nov 2021 ;; 0.3 Years ;;
; JA148A ;Airbus A321-272N; C8Y186 ; 23 Feb 2021 ;; 1.1 Years ;;
; JA149A ;Airbus A321-272N; C8Y186 ; 15 Feb 2021 ;; 1.1 Years ;;
; JA150A ;Airbus A321-272N; C8Y186 ; 23 Nov 2020 ;; 1.3 Years ;;
; JA151A ;Airbus A321-272N; C8Y186 ; 4 Aug 2021 ;; 0.6 Years ;;
; JA152A ;Airbus A321-272N; C8Y186 ; 27 Sep 2021 ;; 0.5 Years ;;
; JA381A ;Airbus A380-841; F8C56W73Y383 ; 14 Mar 2019 ;; 3.4 Years ;;
; JA382A ;Airbus A380-841; F8C56W73Y383 ; 15 May 2019 ; Parked ; 3.2 Years ;;
; JA383A ;Airbus A380-841; F8C56W73Y383 ; 30 Oct 2020 ; Parked ; 2.4 Years ;;
; JA51AN ;Boeing 737-881(WL); C8Y159 ; 19 May 2008 ;Star Alliance cs ; 13.8 Years ;;
; JA52AN ;Boeing 737-881(WL); C8Y159 ; 19 Jun 2008 ;; 13.7 Years ;;
; JA53AN ;Boeing 737-881(WL); C8Y159 ; 15 Dec 2008 ;; 13.3 Years ;;
; JA54AN ;Boeing 737-881(WL); C8Y159 ; 11 Mar 2009 ;; 13 Years ;;
; JA55AN ;Boeing 737-881(WL); C8Y158 ; 20 May 2009 ;; 12.9 Years ;;
; JA56AN ;Boeing 737-881(WL); C8Y159 ; 15 Jun 2009 ; Parked ; 12.7 Years ;;
; JA57AN ;Boeing 737-881(WL); C8Y159 ; 14 Sep 2009 ;; 12.6 Years ;;
; JA58AN ;Boeing 737-881(WL); C8Y159 ; 13 Oct 2009 ;; 12.5 Years ;;
; JA59AN ;Boeing 737-881(WL); C8Y158 ; 9 Dec 2009 ;; 12.4 Years ;;
; JA60AN ;Boeing 737-881(WL); C8Y158 ; 23 Dec 2009 ;opby Air Nippon ; 12.2 Years ;;
