;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; HL7772 ;Airbus A320-232; Y159 ; 6 May 2008 ;lsd ; 13.9 Years ;;
; HL7788 ;Airbus A320-232; Y159 ; 30 Apr 2009 ; Parked, lsd ; 12.9 Years ;;
; HL8004 ;Airbus A321-231(WL); C12Y159 ; 1 Oct 2014 ;lsd ; 7.4 Years ;;
; HL8018 ;Airbus A321-231(WL); C12Y159 ; 22 Dec 2014 ;lsd ; 7.2 Years ;;
; HL8038 ;Airbus A321-231(WL); C12Y159 ; 17 Sep 2015 ;lsd ; 6.5 Years ;;
; HL8039 ;Airbus A321-231(WL); C12Y159 ; 7 Oct 2015 ;lsd ; 6.4 Years ;;
; HL8059 ;Airbus A321-231(WL); C12Y159 ; 18 Apr 2016 ;lsd ; 5.9 Years ;;
; HL8060 ;Airbus A321-231(WL); C12Y159 ; 30 May 2016 ;lsd ; 5.8 Years ;;
; HL8071 ;Airbus A321-231(WL); C12Y159 ; 17 Aug 2016 ; Parked, lsd, Star Alliance cs ; 5.6 Years ;;
; HL8074 ;Airbus A321-231(WL); C12Y159 ; 8 Dec 2016 ;lsd ; 5.2 Years ;;
; HL8256 ;Airbus A321-231; C12Y159 ; 25 May 2012 ;lsd ; 9.8 Years ;;
; HL8257 ;Airbus A321-231; C12Y159 ; 30 Jun 2012 ;lsd ; 9.7 Years ;;
; HL8265 ;Airbus A321-231; C12Y159 ; 12 Sep 2012 ;lsd ; 9.5 Years ;;
; HL8277 ;Airbus A321-231; C12Y159 ; 6 Feb 2013 ;lsd ; 9.1 Years ;;
; HL8278 ;Airbus A321-231; C12Y159 ; 14 Mar 2013 ;lsd ; 9 Years ;;
; HL8279 ;Airbus A321-231; C12Y159 ; 3 Jun 2013 ; Parked, lsd ; 8.8 Years ;;
; HL8356 ;Airbus A321-251NX; C8Y180 ; 23 Feb 2021 ;; 1.1 Years ;;
; HL8364 ;Airbus A321-251NX; C8Y180 ; 31 Jul 2019 ;lsd ; 2.6 Years ;;
; HL8371 ;Airbus A321-251NX; C8Y180 ; 26 Nov 2020 ;; 1.9 Years ;;
; HL8398 ;Airbus A321-251NX; C8Y180 ; 31 May 2021 ;; 0.8 Years ;;
; HL8399 ;Airbus A321-251NX; C8Y180 ; 30 Dec 2021 ;; 0.2 Years ;;
; HL7736 ;Airbus A330-323; C30Y260 ; 20 Dec 2004 ; Parked, lsd ; 17.3 Years ;;
; HL7740 ;Airbus A330-323; C30Y260 ; 13 Jul 2005 ;lsd ; 16.7 Years ;;
; HL7741 ;Airbus A330-323; C30Y260 ; 12 Dec 2005 ;lsd ; 16.3 Years ;;
; HL7746 ;Airbus A330-323; C30Y260 ; 12 Jul 2006 ;lsd ; 15.7 Years ;;
; HL7747 ;Airbus A330-323; C30Y260 ; 18 Dec 2006 ;lsd ; 15.3 Years ;;
; HL7754 ;Airbus A330-323; C30Y260 ; 11 Jul 2007 ; Parked, lsd ; 14.7 Years ;;
; HL7792 ;Airbus A330-323; C30Y260 ; 23 Apr 2009 ;lsd ; 13 Years ;;
; HL7793 ;Airbus A330-323; C30Y260 ; 27 Oct 2009 ;lsd ; 12.5 Years ;;
; HL7794 ;Airbus A330-323; C30Y260 ; 27 Sep 2010 ;lsd ; 11.5 Years ;;
; HL7795 ;Airbus A330-323; C30Y245 ; 23 Mar 2011 ;lsd ; 11 Years ;;
; HL8258 ;Airbus A330-323; C30Y245 ; 3 Jul 2012 ;lsd ; 9.7 Years ;;
; HL8259 ;Airbus A330-323; C30Y245 ; 12 Sep 2012 ;lsd ; 9.6 Years ;;
; HL8282 ;Airbus A330-323; C30Y260 ; 15 Jul 2013 ;lsd ; 8.7 Years ;;
; HL8286 ;Airbus A330-323; C30Y260 ; 13 Nov 2013 ;lsd ; 8.3 Years ;;
; HL8293 ;Airbus A330-323; C30Y260 ; 17 Apr 2014 ;lsd ; 7.9 Years ;;
; HL7578 ;Airbus A350-941; C28W36Y247 ; 26 Sep 2017 ;lsd ; 4.5 Years ;;
; HL7579 ;Airbus A350-941; C28W36Y247 ; 27 Dec 2017 ;lsd ; 4.2 Years ;;
; HL7771 ;Airbus A350-941; C28W36Y247 ; 10 Apr 2018 ;lsd ; 4 Years ;;
; HL8078 ;Airbus A350-941; C28W36Y247 ; 24 Apr 2017 ;lsd ; 4.9 Years ;;
; HL8079 ;Airbus A350-941; C28W36Y247 ; 19 Jul 2017 ;lsd ; 4.7 Years ;;
; HL8308 ;Airbus A350-941; C28W36Y247 ; 3 Jul 2018 ;lsd ; 3.7 Years ;;
; HL8359 ;Airbus A350-941; C28W36Y247 ; 29 Mar 2019 ;lsd ; 3 Years ;;
; HL8360 ;Airbus A350-941; C28W36Y247 ; 16 Apr 2019 ;lsd ; 3 Years ;;
; HL8361 ;Airbus A350-941; C28W36Y247 ; 18 Jun 2019 ;lsd ; 2.8 Years ;;
; HL8362 ;Airbus A350-941; C28W36Y247 ; 15 Oct 2019 ;lsd ; 2.4 Years ;;
; HL8381 ;Airbus A350-941; C28W36Y247 ; 3 Feb 2020 ;lsd ; 2.1 Years ;;
; HL8382 ;Airbus A350-941; C28W36Y247 ; 24 Nov 2020 ;; 2 Years ;;
; HL8383 ;Airbus A350-941; C28W36Y247 ; 29 Dec 2020 ;; 1.3 Years ;;
; HL7625 ;Airbus A380-841; F12C66Y417 ; 28 May 2014 ; Parked ; 8.2 Years ;;
