;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; PR-MBN ;Airbus A319-132; Y144 ; 5 May 2016 ;; 15.1 Years ;;
; PR-MBU ;Airbus A319-132; Y144 ; 5 May 2016 ;lsd, "Avião Solidário" sticker ; 13.6 Years ;;
; PR-MBV ;Airbus A319-132; Y144 ; 5 May 2016 ;; 13.6 Years ;;
; PR-MBW ;Airbus A319-132; Y144 ; 5 May 2016 ; Parked ; 13.3 Years ;;
; PR-MYC ;Airbus A319-112; Y144 ; 5 May 2016 ;lsd ; 13.2 Years ;;
; PR-MYL ;Airbus A319-112; Y144 ; 5 May 2016 ;lsd ; 10.8 Years ;;
; PR-MYM ;Airbus A319-112; Y144 ; 5 May 2016 ;lsd ; 10.7 Years ;;
; PT-TMA ;Airbus A319-132; Y144 ; 5 May 2016 ; Parked, lsd, "MSN 4000 A320 Family" sticker ; 12.6 Years ;;
; PT-TMB ;Airbus A319-132; Y144 ; 5 May 2016 ;lsd ; 12.1 Years ;;
; PT-TMC ;Airbus A319-132; Y144 ; 5 May 2016 ;lsd ; 12.1 Years ;;
; PT-TMD ;Airbus A319-132; Y144 ; 5 May 2016 ;lsd ; 12.1 Years ;;
; PT-TME ;Airbus A319-132; Y144 ; 5 May 2016 ;lsd ; 11.6 Years ;;
; PT-TMG ;Airbus A319-132; Y144 ; 5 May 2016 ;lsd ; 10.7 Years ;;
; PT-TMI ;Airbus A319-132; Y144 ; 5 May 2016 ;; 9.3 Years ;;
; PT-TML ;Airbus A319-132; Y144 ; 5 May 2016 ;lsd ; 15.5 Years ;;
; PT-TMO ;Airbus A319-132; Y144 ; 7 Feb 2017 ;; 11.1 Years ;;
; PT-TMP ;Airbus A319-132; Y144 ; Due ;lsd ; 18.3 Years ;;
; PT-TMR ;Airbus A319-132; Y144 ; Due ; Stored, lsd ; 17.3 Years ;;
; PT-TMT ;Airbus A319-132; Y144 ; Due ;; 17.5 Years ;;
; PR-MAG ;Airbus A320-232; Y174 ; 5 May 2016 ;lsd ; 19.7 Years ;;
; PR-MAK ;Airbus A320-232; Y174 ; 5 May 2016 ;lsd ; 19.7 Years ;;
; PR-MBA ;Airbus A320-232; Y180 ; 5 May 2016 ;lsd ; 16 Years ;;
; PR-MBF ;Airbus A320-232; Y180 ; 5 May 2016 ;lsd ; 15.5 Years ;;
; PR-MBG ;Airbus A320-232; Y174 ; 5 May 2016 ;; 20.9 Years ;;
; PR-MBH ;Airbus A320-232; Y180 ; 5 May 2016 ;lsd ; 15.4 Years ;;
; PR-MHA ;Airbus A320-214; Y180 ; 5 May 2016 ;; 15.4 Years ;;
; PR-MHE ;Airbus A320-214; Y174 ; Jun 2020 ;lsd ; 14.9 Years ;;
; PR-MHF ;Airbus A320-214; Y180 ; 5 May 2016 ;lsd ; 14.7 Years ;;
; PR-MHG ;Airbus A320-214; Y180 ; 5 May 2016 ;lsd ; 15.1 Years ;;
; PR-MHI ;Airbus A320-214; Y174 ; Jun 2020 ;; 15.1 Years ;;
; PR-MHJ ;Airbus A320-214; Y174 ; 16 Jun 2020 ;; 15.1 Years ;;
; PR-MHK ;Airbus A320-214; Y180 ; 5 May 2016 ;lsd ; 15 Years ;;
; PR-MHM ;Airbus A320-214; Y180 ; 5 May 2016 ;lsd ; 14.6 Years ;;
; PR-MHP ;Airbus A320-214; Y180 ; 5 May 2016 ;lsd ; 14.4 Years ;;
; PR-MHQ ;Airbus A320-214; Y180 ; 5 May 2016 ;lsd ; 14.4 Years ;;
; PR-MHR ;Airbus A320-214; Y180 ; 5 May 2016 ;lsd ; 14.3 Years ;;
; PR-MHU ;Airbus A320-214; Y180 ; 5 May 2016 ;lsd ; 14.1 Years ;;
; PR-MHX ;Airbus A320-214; Y180 ; 5 May 2016 ;lsd ; 13.6 Years ;;
; PR-MHZ ;Airbus A320-214; Y180 ; 5 May 2016 ;; 13.4 Years ;;
; PR-MYA ;Airbus A320-214; Y180 ; 5 May 2016 ;; 13.4 Years ;;
; PR-MYH ;Airbus A320-214; Y180 ; 5 May 2016 ;lsd ; 11.4 Years ;;
; PR-MYI ;Airbus A320-214; Y180 ; 5 May 2016 ;lsd ; 11.5 Years ;;
; PR-MYJ ;Airbus A320-214; Y180 ; 5 May 2016 ;lsd ; 11.4 Years ;;
; PR-MYK ;Airbus A320-214; Y180 ; 5 May 2016 ;lsd ; 11.2 Years ;;
; PR-MYN ;Airbus A320-214; Y174 ; 30 Apr 2021 ;; 10.2 Years ;;
; PR-MYO ;Airbus A320-214; Y174 ; 30 Apr 2021 ;; 10.2 Years ;;
; PR-MYP ;Airbus A320-214; Y180 ; 5 May 2016 ;lsd ; 9.9 Years ;;
; PR-MYQ ;Airbus A320-214; Y180 ; 5 May 2016 ;lsd ; 10 Years ;;
; PR-MYR ;Airbus A320-214; Y180 ; 5 May 2016 ;lsd ; 9.9 Years ;;
; PR-MYT ;Airbus A320-214; Y180 ; 5 May 2016 ;lsd ; 9.8 Years ;;
