;Reg;Aircraft Type; Config ;Delivered; Remark ;Fleet Number;Age;;
; N500AE ;Bombardier CRJ-701ER (CL-600-2C10); C9Y54 ; 22 Aug 2015 ;opf American Eagle ; 500 ; 20.6 Years ;;
; N501BG ;Bombardier CRJ-701ER (CL-600-2C10); C9Y54 ; 3 Jan 2018 ;opf American Eagle ; 501 ; 21 Years ;;
; N502AE ;Bombardier CRJ-701ER (CL-600-2C10); C9Y54 ; 2 Nov 2015 ;opf American Eagle ; 502 ; 20.9 Years ;;
; N503AE ;Bombardier CRJ-701ER (CL-600-2C10); C9Y54 ; 31 Aug 2015 ;opf American Eagle ; 503 ; 20.7 Years ;;
; N504AE ;Bombardier CRJ-701ER (CL-600-2C10); C9Y54 ; 31 Aug 2018 ;opf American Eagle ; 504 ; 19.8 Years ;;
; N505AE ;Bombardier CRJ-701ER (CL-600-2C10); C9Y54 ; 1 Jul 2018 ;opf American Eagle ; 505 ; 19.6 Years ;;
; N506AE ;Bombardier CRJ-701ER (CL-600-2C10); C9Y54 ; 27 Oct 2018 ;opf American Eagle ; 506 ; 19.5 Years ;;
; N507AE ;Bombardier CRJ-701ER (CL-600-2C10); C9Y54 ; 25 Sep 2018 ;opf American Eagle ; 507 ; 19.5 Years ;;
; N508AE ;Bombardier CRJ-701ER (CL-600-2C10); C9Y54 ; 1 Jun 2018 ;opf American Eagle ; 508 ; 19.3 Years ;;
; N509AE ;Bombardier CRJ-701ER (CL-600-2C10); C9Y54 ; 14 Jun 2015 ;opf American Eagle ; 509 ; 19.3 Years ;;
; N510AE ;Bombardier CRJ-701ER (CL-600-2C10); C9Y54 ; 28 Jul 2015 ;opf American Eagle ; 510 ; 18.8 Years ;;
; N511AE ;Bombardier CRJ-701ER (CL-600-2C10); C9Y54 ; 28 Jun 2015 ;opf American Eagle ; 511 ; 18.8 Years ;;
; N512AE ;Bombardier CRJ-701ER (CL-600-2C10); C9Y54 ; 22 Oct 2015 ;opf American Eagle ; 512 ; 18.7 Years ;;
; N513AE ;Bombardier CRJ-701ER (CL-600-2C10); C9Y54 ; 25 Aug 2017 ;opf American Eagle ; 513 ; 18.5 Years ;;
; N514AE ;Bombardier CRJ-701ER (CL-600-2C10); C9Y54 ; 20 Sep 2015 ;opf American Eagle ; 514 ; 18.5 Years ;;
; N515AE ;Bombardier CRJ-701ER (CL-600-2C10); C9Y54 ; 26 Oct 2017 ;opf American Eagle ; 515 ; 18.5 Years ;;
; N516AE ;Bombardier CRJ-701ER (CL-600-2C10); C9Y54 ; 28 Sep 2017 ;opf American Eagle ; 516 ; 18.4 Years ;;
; N517AE ;Bombardier CRJ-701ER (CL-600-2C10); C9Y54 ; 4 Dec 2017 ;opf American Eagle ; 517 ; 18.4 Years ;;
; N518AE ;Bombardier CRJ-701ER (CL-600-2C10); C9Y54 ; 22 Aug 2015 ;opf American Eagle ; 518 ; 18.3 Years ;;
; N519AE ;Bombardier CRJ-701ER (CL-600-2C10); C9Y54 ; 26 Apr 2018 ;opf American Eagle ; 519 ; 18.2 Years ;;
; N520DC ;Bombardier CRJ-701ER (CL-600-2C10); C9Y54 ; 8 Aug 2018 ;opf American Eagle ; 520 ; 18 Years ;;
; N521AE ;Bombardier CRJ-701ER (CL-600-2C10); C9Y54 ; 15 Jan 2019 ; Parked, opf American Eagle ; 521 ; 17.9 Years ;;
; N522AE ;Bombardier CRJ-701ER (CL-600-2C10); C9Y54 ; 2 Apr 2019 ; Parked, opf American Eagle ; 522 ; 17.8 Years ;;
; N523AE ;Bombardier CRJ-701ER (CL-600-2C10); C9Y54 ; 20 Feb 2019 ;opf American Eagle ; 523 ; 17.7 Years ;;
; N524AE ;Bombardier CRJ-701ER (CL-600-2C10); C9Y54 ; 5 Dec 2018 ;opf American Eagle ; 524 ; 17.7 Years ;;
; N525AE ;Bombardier CRJ-702ER (CL-600-2C10); C9Y56 ; 24 Feb 2018 ; Parked, opf American Eagle ; 525 ; 11.8 Years ;;
; N526EA ;Bombardier CRJ-702ER (CL-600-2C10); C9Y56 ; 27 Jan 2018 ;opf American Eagle ; 526 ; 11.7 Years ;;
; N527EA ;Bombardier CRJ-702ER (CL-600-2C10); C9Y56 ; 12 Aug 2019 ;opf American Eagle ; 527 ; 11.7 Years ;;
