;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; A6-CJE ;Airbus A319-115(CJ); VIP ; 18 May 2013 ;; 10.5 Years ;;
; A6-EDC ;Airbus A380-861; F14C76Y399 ; 15 Nov 2008 ; Parked DWC, lsd ; 13.8 Years ;;
; A6-EDD ;Airbus A380-861; F14C76Y399 ; 30 Dec 2008 ; Parked DWC ; 13.6 Years ;;
; A6-EDE ;Airbus A380-861; F14C76Y399 ; 24 Apr 2009 ; Parked DWC, lsd ; 13.4 Years ;;
; A6-EDG ;Airbus A380-861; F14C76Y427 ; 23 Dec 2009 ; Parked DWC, lsd ; 12.8 Years ;;
; A6-EDH ;Airbus A380-861; F14C76Y427 ; 15 Jan 2010 ; Parked DWC, lsd ; 12.6 Years ;;
; A6-EDI ;Airbus A380-861; F14C76Y427 ; 28 May 2010 ; Parked DWC ; 12.5 Years ;;
; A6-EDJ ;Airbus A380-861; F14C76Y427 ; 4 Jun 2010 ; Parked DWC ; 15.5 Years ;;
; A6-EDK ;Airbus A380-861; F14C76Y427 ; 2 Jul 2010 ; Parked DWC ; 12.1 Years ;;
; A6-EDL ;Airbus A380-861; F14C76Y427 ; 12 Aug 2010 ; Parked DWC ; 12.1 Years ;;
; A6-EDM ;Airbus A380-861; F14C76Y399 ; 28 Sep 2010 ; Parked DWC ; 11.9 Years ;;
; A6-EDN ;Airbus A380-861; F14C76Y399 ; 5 Nov 2010 ; Parked DWC ; 11.8 Years ;;
; A6-EDO ;Airbus A380-861; F14C76Y399 ; 30 Nov 2010 ; Parked DWC ; 11.8 Years ;;
; A6-EDP ;Airbus A380-861; F14C76Y399 ; 14 Oct 2011 ; Parked DWC, lsd ; 10.9 Years ;;
; A6-EDQ ;Airbus A380-861; F14C76Y427 ; 28 Oct 2011 ; Parked DXB, lsd ; 10.9 Years ;;
; A6-EDR ;Airbus A380-861; F14C76Y427 ; 25 Nov 2011 ; Parked DWC, lsd ; 10.7 Years ;;
; A6-EDS ;Airbus A380-861; F14C76Y427 ; 16 Dec 2011 ; Parked DWC ; 10.7 Years ;;
; A6-EDT ;Airbus A380-861; F14C76Y427 ; 2 Dec 2011 ; Parked DWC, lsd ; 10.6 Years ;;
; A6-EDU ;Airbus A380-861; F14C76Y427 ; 24 Feb 2012 ; Parked DWC ; 10.5 Years ;;
; A6-EDV ;Airbus A380-861; F14C76Y427 ; 30 Jul 2012 ; Parked DWC ; 10.3 Years ;;
; A6-EDW ;Airbus A380-861; F14C76Y427 ; 29 Aug 2012 ; Parked DWC, lsd ; 10.1 Years ;;
; A6-EDX ;Airbus A380-861; F14C76Y427 ; 1 Oct 2012 ; Parked DWC, lsd ; 10 Years ;;
; A6-EDY ;Airbus A380-861; F14C76Y399 ; 1 Oct 2012 ; Parked DWC, lsd ; 9.9 Years ;;
