;Reg;Aircraft Type; Config ;Delivered; Remark ;Fleet Number;Age;;
; N605KS ;Embraer ERJ-145LR; Y50 ; 21 Mar 2019 ; Parked, opf American Eagle ; 605 ; 23.9 Years ;;
; N606AE ;Embraer ERJ-145LR; Y50 ; 20 Jan 2019 ;opf American Eagle ; 606 ; 23.8 Years ;;
; N607AE ;Embraer ERJ-145LR; Y50 ; 24 Jan 2019 ; Parked, opf American Eagle ; 607 ; 23.8 Years ;;
; N610AE ;Embraer ERJ-145LR; Y50 ; 28 Jan 2019 ;opf American Eagle ; 610 ; 23.7 Years ;;
; N611AE ;Embraer ERJ-145LR; Y50 ; 6 Nov 2018 ;opf American Eagle ; 611 ; 23.6 Years ;;
; N612AE ;Embraer ERJ-145LR; Y50 ; 12 Dec 2018 ;opf American Eagle ; 612 ; 23.5 Years ;;
; N613AE ;Embraer ERJ-145LR; Y50 ; 12 Nov 2018 ;opf American Eagle ; 613 ; 23.5 Years ;;
; N615AE ;Embraer ERJ-145LR; Y50 ; 10 Oct 2018 ;opf American Eagle ; 615 ; 23.4 Years ;;
; N616AE ;Embraer ERJ-145LR; Y50 ; 10 Oct 2018 ;opf American Eagle ; 616 ; 23.4 Years ;;
; N618AE ;Embraer ERJ-145LR; Y50 ; 9 Oct 2018 ;opf American Eagle ; 618 ; 23.3 Years ;;
; N619AE ;Embraer ERJ-145LR; Y50 ; 12 Oct 2018 ;opf American Eagle ; 619 ; 23.3 Years ;;
; N622AE ;Embraer ERJ-145LR; Y50 ; 26 Jun 2018 ;opf American Eagle ; 622 ; 23.1 Years ;;
; N623AE ;Embraer ERJ-145LR; Y50 ; 29 Sep 2018 ;opf American Eagle ; 623 ; 23.1 Years ;;
; N653AE ;Embraer ERJ-145LR; Y50 ; 15 Apr 2014 ;opf American Eagle ; 653 ; 20.9 Years ;;
; N661JA ;Embraer ERJ-145LR; Y50 ; 15 Apr 2014 ;opf American Eagle ; 661 ; 18.3 Years ;;
; N662EH ;Embraer ERJ-145LR; Y50 ; 15 Apr 2014 ;opf American Eagle ; 662 ; 18.1 Years ;;
; N663AR ;Embraer ERJ-145LR; Y50 ; 15 Apr 2014 ;opf American Eagle ; 663 ; 18.1 Years ;;
; N664MS ;Embraer ERJ-145LR; Y50 ; 15 Apr 2014 ;opf American Eagle ; 664 ; 18.1 Years ;;
; N667GB ;Embraer ERJ-145LR; Y50 ; 31 Aug 2017 ;opf American Eagle ; 667 ; 18.1 Years ;;
; N668HH ;Embraer ERJ-145LR; Y50 ; 15 Apr 2014 ;opf American Eagle ; 668 ; 18.1 Years ;;
; N670AE ;Embraer ERJ-145LR; Y50 ; 15 Apr 2014 ;opf American Eagle ; 670 ; 18 Years ;;
; N671AE ;Embraer ERJ-145LR; Y50 ; 19 Jun 2017 ;opf American Eagle ; 671 ; 18 Years ;;
; N673AE ;Embraer ERJ-145LR; Y50 ; 26 May 2016 ;opf American Eagle ; 673 ; 18 Years ;;
; N675AE ;Embraer ERJ-145LR; Y50 ; 26 Oct 2017 ;opf American Eagle ; 675 ; 17.9 Years ;;
; N676AE ;Embraer ERJ-145LR; Y50 ; 3 May 2017 ;opf American Eagle ; 676 ; 17.9 Years ;;
; N677AE ;Embraer ERJ-145LR; Y50 ; 29 May 2016 ;opf American Eagle ; 677 ; 17.8 Years ;;
; N678AE ;Embraer ERJ-145LR; Y50 ; 29 Sep 2017 ;opf American Eagle ; 678 ; 17.8 Years ;;
; N679AE ;Embraer ERJ-145LR; Y50 ; 15 Apr 2014 ;opf American Eagle ; 679 ; 17.8 Years ;;
; N680AE ;Embraer ERJ-145LR; Y50 ; 3 Sep 2017 ;opf American Eagle ; 680 ; 17.7 Years ;;
; N681AE ;Embraer ERJ-145LR; Y50 ; 15 Apr 2014 ;opf American Eagle ; 681 ; 17.6 Years ;;
; N684JW ;Embraer ERJ-145LR; Y50 ; 24 Jun 2017 ;opf American Eagle ; 684 ; 17.6 Years ;;
; N685AE ;Embraer ERJ-145LR; Y50 ; 22 Apr 2017 ;opf American Eagle ; 685 ; 17.6 Years ;;
; N687JS ;Embraer ERJ-145LR; Y50 ; 2 Mar 2017 ;opf American Eagle ; 687 ; 17.5 Years ;;
; N688AE ;Embraer ERJ-145LR; Y50 ; 15 Apr 2014 ;opf American Eagle ; 688 ; 17.4 Years ;;
; N689EC ;Embraer ERJ-145LR; Y50 ; 15 Apr 2014 ;opf American Eagle ; 689 ; 17.4 Years ;;
; N693AE ;Embraer ERJ-145LR; Y50 ; 15 Apr 2014 ;opf American Eagle ; 693 ; 17.4 Years ;;
; N694AE ;Embraer ERJ-145LR; Y50 ; 15 Apr 2014 ;opf American Eagle ; 694 ; 17.4 Years ;;
; N696AE ;Embraer ERJ-145LR; Y50 ; 15 Apr 2014 ;opf American Eagle ; 696 ; 17.3 Years ;;
; N697AB ;Embraer ERJ-145LR; Y50 ; 15 Apr 2014 ;opf American Eagle ; 697 ; 17.3 Years ;;
; N698CB ;Embraer ERJ-145LR; Y50 ; 15 Apr 2014 ;opf American Eagle ; 698 ; 17.2 Years ;;
; N900AE ;Embraer ERJ-145LR; Y50 ; 15 Apr 2014 ;opf American Eagle ; 900 ; 17.1 Years ;;
; N902BC ;Embraer ERJ-145LR; Y50 ; 15 Apr 2014 ;opf American Eagle ; 902 ; 17.1 Years ;;
; N905JH ;Embraer ERJ-145LR; Y50 ; 15 Apr 2014 ;opf American Eagle ; 905 ; 17 Years ;;
; N908AE ;Embraer ERJ-145LR; Y50 ; 15 Apr 2014 ;opf American Eagle ; 908 ; 17 Years ;;
; N909AE ;Embraer ERJ-145LR; Y50 ; 15 Apr 2014 ;opf American Eagle ; 909 ; 17 Years ;;
; N918AE ;Embraer ERJ-145LR; Y50 ; 15 Apr 2014 ;opf American Eagle ; 918 ; 17 Years ;;
; N922AE ;Embraer ERJ-145LR; Y50 ; 15 Apr 2014 ;opf American Eagle ; 922 ; 16.9 Years ;;
; N923AE ;Embraer ERJ-145LR; Y50 ; 15 Apr 2014 ;opf American Eagle ; 923 ; 16.9 Years ;;
; N925AE ;Embraer ERJ-145LR; Y50 ; 15 Apr 2014 ;opf American Eagle ; 925 ; 16.9 Years ;;
; N928AE ;Embraer ERJ-145LR; Y50 ; 15 Apr 2014 ;opf American Eagle ; 928 ; 16.9 Years ;;
; N931AE ;Embraer ERJ-145LR; Y50 ; 15 Apr 2014 ;opf American Eagle ; 931 ; 16.9 Years ;;
; N932AE ;Embraer ERJ-145LR; Y50 ; 15 Apr 2014 ;opf American Eagle ; 932 ; 16.8 Years ;;
; N933JN ;Embraer ERJ-145LR; Y50 ; 15 Apr 2014 ;opf American Eagle ; 933 ; 16.8 Years ;;
; N935AE ;Embraer ERJ-145LR; Y50 ; 15 Apr 2014 ;opf American Eagle ; 935 ; 16.8 Years ;;
; N939AE ;Embraer ERJ-145LR; Y50 ; 15 Apr 2014 ;opf American Eagle ; 939 ; 16.7 Years ;;
