;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; HA-LPJ ;Airbus A320-232; Y180 ; 15 May 2007 ; Parked IEV, lsd ; 14.9 Years ;;
; HA-LPK ;Airbus A320-232; Y180 ; 25 May 2007 ;lsd ; 14.8 Years ;;
; HA-LPL ;Airbus A320-232; Y180 ; 25 Jun 2007 ;lsd ; 14.7 Years ;;
; HA-LPM ;Airbus A320-232; Y180 ; 6 Jul 2007 ; Parked IEV, lsd ; 14.7 Years ;;
; HA-LPN ;Airbus A320-232; Y180 ; 9 Jan 2008 ;lsd ; 14.2 Years ;;
; HA-LPO ;Airbus A320-232; Y180 ; 1 Feb 2008 ; Parked, lsd ; 14.1 Years ;;
; HA-LPR ;Airbus A320-232; Y180 ; 7 Mar 2008 ;lsd ; 14 Years ;;
; HA-LPT ;Airbus A320-232; Y180 ; 27 Feb 2009 ;lsd ; 13 Years ;;
; HA-LPW ;Airbus A320-232; Y180 ; 23 Jun 2009 ;lsd ; 12.7 Years ;;
; HA-LPX ;Airbus A320-232; Y180 ; 10 Jul 2009 ;lsd ; 12.7 Years ;;
; HA-LPY ;Airbus A320-232; Y180 ; 10 Dec 2009 ; Parked, lsd ; 12.3 Years ;;
; HA-LSA ;Airbus A320-232(WL); Y186 ; 5 Jul 2018 ;lsd ; 3.7 Years ;;
; HA-LSB ;Airbus A320-232(WL); Y186 ; 14 Mar 2019 ;lsd ; 4.1 Years ;;
; HA-LSC ;Airbus A320-232(WL); Y186 ; 28 Oct 2019 ;lsd ; 4 Years ;;
; HA-LWA ;Airbus A320-232; Y180 ; 1 Mar 2010 ; Parked, lsd ; 12.1 Years ;;
; HA-LWB ;Airbus A320-232; Y180 ; 25 Mar 2010 ; Parked, lsd ; 12 Years ;;
; HA-LWG ;Airbus A320-232; Y180 ; 31 Mar 2011 ;lsd ; 11.8 Years ;;
; HA-LWJ ;Airbus A320-232; Y180 ; 29 Apr 2011 ;lsd ; 10.9 Years ;;
; HA-LWK ;Airbus A320-232; Y180 ; 26 May 2011 ;lsd ; 10.8 Years ;;
; HA-LWL ;Airbus A320-232; Y180 ; 17 Jun 2011 ;lsd ; 10.8 Years ;;
; HA-LWM ;Airbus A320-232; Y180 ; 22 Feb 2012 ; Parked, lsd ; 10.1 Years ;;
; HA-LWN ;Airbus A320-232; Y180 ; 29 Mar 2012 ;lsd ; 10 Years ;;
; HA-LWO ;Airbus A320-232; Y180 ; 27 Apr 2012 ;lsd ; 9.9 Years ;;
; HA-LWP ;Airbus A320-232; Y180 ; 18 May 2012 ;lsd ; 9.8 Years ;;
; HA-LWQ ;Airbus A320-232; Y180 ; 29 Jun 2012 ;lsd ; 9.7 Years ;;
; HA-LWR ;Airbus A320-232(WL); Y180 ; 29 Apr 2013 ;lsd ; 8.9 Years ;;
; HA-LWS ;Airbus A320-232(WL); Y180 ; 30 Apr 2013 ;lsd ; 8.9 Years ;;
; HA-LWT ;Airbus A320-232(WL); Y180 ; 7 May 2013 ;lsd ; 8.9 Years ;;
; HA-LWU ;Airbus A320-232(WL); Y180 ; 24 May 2013 ;lsd ; 8.8 Years ;;
; HA-LWV ;Airbus A320-232(WL); Y180 ; 8 Apr 2014 ;lsd ; 8.7 Years ;;
; HA-LWX ;Airbus A320-232(WL); Y180 ; 3 Mar 2014 ;lsd ; 8 Years ;;
; HA-LWY ;Airbus A320-232(WL); Y180 ; 4 Apr 2014 ; Parked IEV, lsd ; 7.9 Years ;;
; HA-LWZ ;Airbus A320-232(WL); Y180 ; 5 May 2014 ;lsd ; 7.9 Years ;;
; HA-LYA ;Airbus A320-232(WL); Y180 ; 17 Apr 2014 ;lsd ; 7.9 Years ;;
; HA-LYB ;Airbus A320-232(WL); Y180 ; 13 May 2014 ;lsf Infinity Trading Solutions ; 7.9 Years ;;
; HA-LYC ;Airbus A320-232(WL); Y180 ; 16 May 2014 ;lsf Infinity Trading Solutions ; 7.8 Years ;;
; HA-LYD ;Airbus A320-232(WL); Y180 ; 2 Jun 2014 ;lsd ; 7.8 Years ;;
; HA-LYE ;Airbus A320-232(WL); Y180 ; 10 Jun 2014 ;lsd ; 7.8 Years ;;
; HA-LYF ;Airbus A320-232(WL); Y180 ; 22 Jul 2014 ;lsd ; 7.7 Years ;;
; HA-LYG ;Airbus A320-232(WL); Y180 ; 30 May 2014 ; Parked, lsd ; 9 Years ;;
; HA-LYH ;Airbus A320-232(WL); Y180 ; 11 Sep 2014 ;lsd ; 7.5 Years ;;
; HA-LYI ;Airbus A320-232(WL); Y180 ; 26 Nov 2014 ; Parked, lsd ; 7.3 Years ;;
; HA-LYJ ;Airbus A320-232(WL); Y180 ; 1 Dec 2014 ; Parked, lsd ; 7.3 Years ;;
; HA-LYK ;Airbus A320-232(WL); Y180 ; 19 Dec 2014 ;lsd ; 7.2 Years ;;
; HA-LYL ;Airbus A320-232(WL); Y180 ; 6 Mar 2015 ;lsd ; 7 Years ;;
; HA-LYM ;Airbus A320-232(WL); Y180 ; 20 Apr 2015 ;lsd ; 6.9 Years ;;
; HA-LYN ;Airbus A320-232(WL); Y180 ; 22 Apr 2015 ;lsd ; 6.9 Years ;;
; HA-LYO ;Airbus A320-232(WL); Y180 ; 7 May 2015 ;lsd ; 6.9 Years ;;
; HA-LYP ;Airbus A320-232(WL); Y180 ; 13 May 2015 ;lsd ; 6.9 Years ;;
; HA-LYQ ;Airbus A320-232(WL); Y180 ; 5 Jun 2015 ;lsd ; 6.8 Years ;;
