;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; 9V-SGA ;Airbus A350-941; C67W94 ; 21 Sep 2018 ;; 3.6 Years ;;
; 9V-SGB ;Airbus A350-941; C67W94 ; 28 Sep 2018 ;; 3.5 Years ;;
; 9V-SGC ;Airbus A350-941; C67W94 ; 5 Oct 2018 ; Parked ; 3.6 Years ;;
; 9V-SGD ;Airbus A350-941; C67W94 ; 25 Oct 2018 ;; 3.4 Years ;;
; 9V-SGE ;Airbus A350-941; C67W94 ; 14 Nov 2018 ;; 3.8 Years ;;
; 9V-SGF ;Airbus A350-941; C67W94 ; 21 Nov 2018 ;; 3.3 Years ;;
; 9V-SGG ;Airbus A350-941; C67W94 ; 14 Dec 2018 ;; 3.3 Years ;;
; 9V-SHA ;Airbus A350-941; C40Y263 ; 17 Dec 2018 ;; 3.3 Years ;;
; 9V-SHB ;Airbus A350-941; C40Y263 ; 30 Nov 2018 ;; 3.3 Years ;;
; 9V-SHC ;Airbus A350-941; C40Y263 ; 1 Feb 2019 ;; 3.1 Years ;;
; 9V-SHD ;Airbus A350-941; C40Y263 ; 28 Feb 2019 ;lsd ; 3.1 Years ;;
; 9V-SHE ;Airbus A350-941; C40Y263 ; 5 Apr 2019 ;; 2.9 Years ;;
; 9V-SHF ;Airbus A350-941; C40Y263 ; 10 May 2019 ;; 2.9 Years ;;
; 9V-SHG ;Airbus A350-941; C40Y263 ; 17 May 2019 ;; 2.9 Years ;;
; 9V-SHH ;Airbus A350-941; C40Y263 ; 7 Jun 2019 ;; 2.9 Years ;;
; 9V-SHI ;Airbus A350-941; C40Y263 ; 28 Jun 2019 ;; 2.7 Years ;;
; 9V-SHJ ;Airbus A350-941; C40Y263 ; 9 Aug 2019 ;; 2.6 Years ;;
; 9V-SHK ;Airbus A350-941; C40Y263 ; 29 Nov 2019 ;; 2.3 Years ;;
; 9V-SHL ;Airbus A350-941; C40Y263 ; 6 Dec 2019 ;; 2.3 Years ;;
; 9V-SHM ;Airbus A350-941; C40Y263 ; 22 Jan 2020 ;; 2.1 Years ;;
; 9V-SHN ;Airbus A350-941; C40Y263 ; 31 Jan 2020 ;; 2.1 Years ;;
; 9V-SHO ;Airbus A350-941; C40Y263 ; 21 Feb 2020 ;; 2.1 Years ;;
; 9V-SHP ;Airbus A350-941; C40Y263 ; 2 Oct 2020 ;; 1.5 Years ;;
; 9V-SHQ ;Airbus A350-941; C40Y263 ; 9 Oct 2020 ;; 1.5 Years ;;
; 9V-SHR ;Airbus A350-941; C40Y263 ; 16 Oct 2020 ;; 1.5 Years ;;
; 9V-SHS ;Airbus A350-941; C40Y263 ; 20 Oct 2020 ;; 1.4 Years ;;
; 9V-SHT ;Airbus A350-941; C40Y263 ; 19 Mar 2021 ; Parked ; 1.2 Years ;;
; 9V-SHU ;Airbus A350-941; C40Y263 ; 26 Mar 2021 ;; 1 Years ;;
; 9V-SHV ;Airbus A350-941; C40Y263 ; 31 Mar 2021 ;; 1 Years ;;
; 9V-SHW ;Airbus A350-941; C40Y263 ; 7 Jan 2022 ;; 0.2 Years ;;
; 9V-SHY ;Airbus A350-941; C40Y263 ; On Order ;;;;
; 9V-SJA ;Airbus A350-941; C42W24Y187 ; 22 Nov 2019 ;; 2.3 Years ;;
; 9V-SJB ;Airbus A350-941; C42W24Y187 ; 25 Jun 2021 ;; 0.8 Years ;;
; 9V-SJE ;Airbus A350-941; C42W24Y187 ; 29 Dec 2021 ;; 0.7 Years ;;
; 9V-SMA ;Airbus A350-941; C42W24Y187 ; 26 Feb 2016 ; Parked ; 6.1 Years ;;
; 9V-SMB ;Airbus A350-941; C42W24Y187 ; 19 Apr 2016 ;; 5.9 Years ;;
; 9V-SMC ;Airbus A350-941; C42W24Y187 ; 27 May 2016 ;; 5.8 Years ;;
; 9V-SMD ;Airbus A350-941; C42W24Y187 ; 30 Jun 2016 ;; 5.7 Years ;;
; 9V-SME ;Airbus A350-941; C42W24Y187 ; 27 Jul 2016 ;; 5.6 Years ;;
; 9V-SMF ;Airbus A350-941; C42W24Y187 ; 14 Oct 2016 ;10,000th Airbus Aircraft cs ; 5.4 Years ;;
; 9V-SMG ;Airbus A350-941; C42W24Y187 ; 7 Dec 2016 ;; 5.3 Years ;;
; 9V-SMH ;Airbus A350-941; C42W24Y187 ; 9 Dec 2016 ;; 5.3 Years ;;
; 9V-SMI ;Airbus A350-941; C42W24Y187 ; 21 Dec 2016 ;; 5.2 Years ;;
; 9V-SMJ ;Airbus A350-941; C42W24Y187 ; 30 Dec 2016 ;; 5.2 Years ;;
; 9V-SMK ;Airbus A350-941; C42W24Y187 ; 24 Feb 2017 ;; 5.1 Years ;;
; 9V-SML ;Airbus A350-941; C42W24Y187 ; 31 Mar 2017 ;; 5 Years ;;
; 9V-SMM ;Airbus A350-941; C42W24Y187 ; 5 May 2017 ;; 4.9 Years ;;
; 9V-SMN ;Airbus A350-941; C42W24Y187 ; 19 May 2017 ;; 4.9 Years ;;
; 9V-SMO ;Airbus A350-941; C42W24Y187 ; 16 Jun 2017 ;; 4.8 Years ;;
; 9V-SMP ;Airbus A350-941; C42W24Y187 ; 21 Jul 2017 ;; 4.7 Years ;;
; 9V-SMQ ;Airbus A350-941; C42W24Y187 ; 8 Sep 2017 ;; 4.6 Years ;;
; 9V-SMR ;Airbus A350-941; C42W24Y187 ; 29 Sep 2017 ;; 4.5 Years ;;
; 9V-SMS ;Airbus A350-941; C42W24Y187 ; 30 Nov 2017 ;; 4.4 Years ;;
