;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; SP-LVA ;Boeing 737-8 MAX; CY186 ; 1 Dec 2017 ;lsd ; 4.3 Years ;;
; SP-LVB ;Boeing 737-8 MAX; CY186 ; 18 Dec 2017 ;lsd ; 4.2 Years ;;
; SP-LVC ;Boeing 737-8 MAX; CY186 ; 23 Jun 2018 ;lsd ; 3.7 Years ;;
; SP-LVD ;Boeing 737-8 MAX; CY186 ; 27 Jun 2018 ;lsd, Proud of Poland's Independence cs ; 3.7 Years ;;
; SP-LVF ;Boeing 737-8 MAX; CY186 ; 12 Dec 2018 ;lsd ; 3.3 Years ;;
; SP-LWA ;Boeing 737-89P(WL); CY186 ; 8 May 2017 ;lsd ; 17 Years ;;
; SP-LWB ;Boeing 737-89P(WL); CY186 ; 11 May 2017 ;lsd ; 16.9 Years ;;
; SP-LWC ;Boeing 737-89P(WL); CY186 ; 30 May 2017 ;lsd ; 16.9 Years ;;
; SP-LWD ;Boeing 737-89P(WL); CY186 ; 10 Jul 2017 ; Parked, lsd ; 16.7 Years ;;
; SP-LWF ;Boeing 737-86N(WL); C12Y156 ; 22 Oct 2019 ;lsd ; 10.5 Years ;;
; SP-LWG ;Boeing 737-86N(WL); C12Y156 ; 19 Sep 2019 ;lsd ; 10.3 Years ;;
; SP-LRA ;Boeing 787-8 Dreamliner; C18W21Y213 ; 9 Nov 2012 ;; 9.4 Years ;;
; SP-LRB ;Boeing 787-8 Dreamliner; C18W21Y213 ; 20 Dec 2012 ;; 9.2 Years ;;
; SP-LRC ;Boeing 787-8 Dreamliner; C18W21Y213 ; 16 May 2013 ;; 9.1 Years ;;
; SP-LRD ;Boeing 787-8 Dreamliner; C18W21Y213 ; 21 Jun 2013 ;; 8.7 Years ;;
; SP-LRE ;Boeing 787-8 Dreamliner; C18W21Y213 ; 29 Jul 2013 ;; 8.6 Years ;;
; SP-LRF ;Boeing 787-8 Dreamliner; C18W21Y213 ; 1 Apr 2016 ;Franek, lsd ; 8 Years ;;
; SP-LRG ;Boeing 787-8 Dreamliner; C18W21Y213 ; 8 Jun 2017 ;“Cichociemni” Silent and Unseen Home Army Parachutists ; 4.8 Years ;;
; SP-LRH ;Boeing 787-8 Dreamliner; C18W21Y213 ; 13 Jul 2017 ;"Proud to fly the Polish Olympic Team" sticker ; 4.7 Years ;;
; SP-LSA ;Boeing 787-9 Dreamliner; C24W21Y249 ; 21 Mar 2018 ; Parked, lsd ; 4 Years ;;
; SP-LSB ;Boeing 787-9 Dreamliner; C24W21Y249 ; 3 May 2018 ; Parked, lsd ; 3.8 Years ;;
; SP-LSC ;Boeing 787-9 Dreamliner; C24W21Y249 ; 26 Jun 2018 ; Parked, lsd, Proud of Poland's Independence cs ; 3.7 Years ;;
