;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; B-16201 ;Airbus A321-211; C8Y176 ; 31 Oct 2012 ;lsd ; 9.3 Years ;;
; B-16202 ;Airbus A321-211; C8Y176 ; 19 Dec 2012 ; Parked, lsd ; 9.2 Years ;;
; B-16203 ;Airbus A321-211; C8Y176 ; 12 Dec 2012 ;lsd ; 9.2 Years ;;
; B-16205 ;Airbus A321-211(WL); C8Y176 ; 22 Feb 2013 ; Parked, lsd, Gudetama cs ; 9 Years ;;
; B-16206 ;Airbus A321-211(WL); C8Y176 ; 22 Oct 2013 ;lsd, Star Alliance cs ; 8.4 Years ;;
; B-16207 ;Airbus A321-211(WL); C8Y176 ; 12 Nov 2013 ;lsd, Hello Kitty cs ; 8.3 Years ;;
; B-16208 ;Airbus A321-211(WL); C8Y176 ; 21 Mar 2014 ;lsd ; 8 Years ;;
; B-16211 ;Airbus A321-211(WL); C8Y176 ; 3 Jul 2014 ;lsd ; 7.7 Years ;;
; B-16212 ;Airbus A321-211(WL); C8Y176 ; 26 Sep 2014 ;lsd ; 7.4 Years ;;
; B-16213 ;Airbus A321-211(WL); C8Y176 ; 27 Oct 2014 ; Parked, lsd ; 7.4 Years ;;
; B-16215 ;Airbus A321-211(WL); C8Y176 ; 5 Mar 2015 ;lsd ; 7.1 Years ;;
; B-16216 ;Airbus A321-211(WL); C8Y176 ; 16 Apr 2015 ;lsd ; 6.9 Years ;;
; B-16217 ;Airbus A321-211(WL); C8Y176 ; 21 May 2015 ; Parked, lsd ; 6.8 Years ;;
; B-16218 ;Airbus A321-211(WL); C8Y176 ; 19 Jun 2015 ; Parked, lsd ; 6.7 Years ;;
; B-16219 ;Airbus A321-211(WL); C8Y176 ; 27 Jul 2015 ; Parked, lsd ; 6.6 Years ;;
; B-16220 ;Airbus A321-211(WL); C8Y176 ; 19 Aug 2015 ;lsd ; 6.5 Years ;;
; B-16221 ;Airbus A321-211(WL); C8Y176 ; 15 Jan 2016 ; Parked, lsd ; 6.1 Years ;;
; B-16222 ;Airbus A321-211(WL); C8Y176 ; 25 Feb 2016 ; Parked, lsd ; 6 Years ;;
; B-16223 ;Airbus A321-211(WL); C8Y176 ; 28 Apr 2016 ; Parked, lsd ; 5.9 Years ;;
; B-16225 ;Airbus A321-211(WL); C8Y176 ; 12 May 2016 ;lsd ; 5.8 Years ;;
; B-16226 ;Airbus A321-211(WL); C8Y176 ; 30 Sep 2016 ;lsd ; 5.4 Years ;;
; B-16227 ;Airbus A321-211(WL); C8Y176 ; 12 Oct 2016 ; Parked, lsd ; 5.4 Years ;;
; B-16310 ;Airbus A330-203; C24Y228 ; 22 Jul 2005 ;; 16.7 Years ;;
; B-16311 ;Airbus A330-203; C24Y228 ; 3 Oct 2005 ;; 16.5 Years ;;
; B-16312 ;Airbus A330-203; C24Y228 ; 30 May 2006 ;; 15.8 Years ;;
; B-16331 ;Airbus A330-302; C30Y279 ; 20 Oct 2011 ;lsd, Bad Badtz-Maru cs ; 10.4 Years ;;
