;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; HZ-AS35 ;Airbus A320-214; C12Y120 ; 29 Jul 2010 ;lsd ; 11.6 Years ;;
; HZ-AS38 ;Airbus A320-214; C12Y120 ; 21 Sep 2010 ;lsd ; 11.5 Years ;;
; HZ-AS39 ;Airbus A320-214; C12Y120 ; 13 Oct 2010 ;lsd ; 11.4 Years ;;
; HZ-AS40 ;Airbus A320-214; C12Y120 ; 5 Oct 2010 ;lsd ; 11.5 Years ;;
; HZ-AS41 ;Airbus A320-214; C12Y120 ; 25 Oct 2010 ;lsd ; 11.4 Years ;;
; HZ-AS42 ;Airbus A320-214; C12Y120 ; 13 Dec 2010 ;lsd ; 11.3 Years ;;
; HZ-AS43 ;Airbus A320-214; C12Y120 ; 23 Dec 2010 ;lsd ; 11.3 Years ;;
; HZ-AS44 ;Airbus A320-214; C12Y120 ; 31 Jan 2011 ;lsd ; 11.1 Years ;;
; HZ-AS45 ;Airbus A320-214; C12Y120 ; 30 Sep 2011 ;lsd ; 10.5 Years ;;
; HZ-AS51 ;Airbus A320-214(WL); C12Y132 ; 12 Dec 2016 ;lsd ; 5.4 Years ;;
; HZ-AS52 ;Airbus A320-214(WL); C12Y132 ; 18 Dec 2016 ;lsd ; 5.2 Years ;;
; HZ-AS53 ;Airbus A320-214(WL); C12Y132 ; 28 Dec 2016 ;lsd ; 5.2 Years ;;
; HZ-AS54 ;Airbus A320-214(WL); C12Y132 ; 29 Dec 2016 ;lsd ; 5.2 Years ;;
; HZ-AS55 ;Airbus A320-214(WL); C12Y132 ; 2 Mar 2017 ;lsd ; 5.1 Years ;;
; HZ-AS56 ;Airbus A320-214(WL); C12Y132 ; 29 Mar 2017 ;lsd ; 4.9 Years ;;
; HZ-AS57 ;Airbus A320-214(WL); C12Y132 ; 9 May 2017 ;lsd ; 4.9 Years ;;
; HZ-AS58 ;Airbus A320-214(WL); C12Y132 ; 19 Jun 2017 ;lsf IAFC ; 4.7 Years ;;
; HZ-AS59 ;Airbus A320-214(WL); C12Y132 ; 4 Oct 2017 ;lsd ; 4.5 Years ;;
; HZ-AS60 ;Airbus A320-214(WL); C12Y132 ; 14 Sep 2017 ;lsd ; 4.5 Years ;;
; HZ-AS61 ;Airbus A320-214(WL); C12Y132 ; 27 Dec 2017 ;lsd ; 4.2 Years ;;
; HZ-AS62 ;Airbus A320-214(WL); C12Y132 ; 22 Dec 2017 ;lsd ; 4.2 Years ;;
; HZ-AS63 ;Airbus A320-214(WL); C12Y132 ; 18 Dec 2017 ;lsd ; 4.2 Years ;;
; HZ-AS64 ;Airbus A320-214(WL); C12Y132 ; 24 Jan 2018 ;lsd ; 4.1 Years ;;
; HZ-AS65 ;Airbus A320-214(WL); C12Y132 ; 19 Jan 2018 ;lsd ; 4.1 Years ;;
; HZ-AS66 ;Airbus A320-214(WL); C12Y132 ; 29 Jan 2018 ;lsd ; 4.1 Years ;;
; HZ-AS67 ;Airbus A320-214(WL); C12Y132 ; 8 Feb 2018 ;lsd ; 4.1 Years ;;
; HZ-AS68 ;Airbus A320-214(WL); C12Y132 ; 16 Feb 2018 ;lsd ; 4.1 Years ;;
; HZ-AS69 ;Airbus A320-214(WL); C12Y132 ; 7 Mar 2018 ;lsd ; 4 Years ;;
; HZ-AS72 ;Airbus A320-214(WL); C12Y132 ; 27 Mar 2018 ;lsd ; 4 Years ;;
; HZ-AS73 ;Airbus A320-214(WL); C12Y132 ; 5 Jul 2018 ;lsd ; 3.8 Years ;;
; HZ-AS74 ;Airbus A320-214(WL); C12Y132 ; 10 Apr 2018 ;lsd ; 3.9 Years ;;
; HZ-AS75 ;Airbus A320-214(WL); C12Y132 ; 31 May 2018 ;lsd ; 3.8 Years ;;
; HZ-AS76 ;Airbus A320-214(WL); C12Y132 ; 6 Jun 2018 ;lsd ; 3.8 Years ;;
; HZ-AS77 ;Airbus A320-214(WL); C12Y132 ; 16 Jul 2018 ;lsd ; 3.7 Years ;;
; HZ-AS78 ;Airbus A320-214(WL); C12Y132 ; 10 Sep 2018 ;lsd ; 3.5 Years ;;
; HZ-AS79 ;Airbus A320-214(WL); C12Y132 ; 14 Aug 2018 ;lsd ; 3.6 Years ;;
; HZ-AS82 ;Airbus A320-214(WL); C12Y132 ; 2 Oct 2018 ;lsd ; 3.5 Years ;;
; HZ-AS83 ;Airbus A320-214(WL); C12Y132 ; 20 Sep 2018 ;lsd, Skyteam cs ; 3.5 Years ;;
; HZ-AS84 ;Airbus A320-214(WL); C12Y132 ; 26 Sep 2018 ; Parked, lsd ; 3.5 Years ;;
; HZ-ASA ;Airbus A320-214; C20Y90 ; 28 Oct 2009 ;; 12.4 Years ;;
; HZ-ASB ;Airbus A320-214; C20Y90 ; 4 Nov 2009 ;; 12.4 Years ;;
; HZ-ASC ;Airbus A320-214; C20Y90 ; 29 Jun 2010 ;; 11.7 Years ;;
; HZ-ASD ;Airbus A320-214; C20Y90 ; 21 Jul 2010 ;; 11.7 Years ;;
; HZ-ASE ;Airbus A320-214; C20Y96 ; 27 Sep 2010 ;; 11.5 Years ;;
; HZ-ASF ;Airbus A320-214; C20Y90 ; 13 Dec 2011 ;SkyTeam cs ; 10.2 Years ;;
; HZ-ASG ;Airbus A320-214; C20Y96 ; 30 Jul 2012 ; Parked ; 9.6 Years ;;
; HZ-ASH ;Airbus A321-211; C20Y145 ; 16 Oct 2010 ;; 11.4 Years ;;
; HZ-ASI ;Airbus A321-211; C20Y145 ; 24 Jan 2011 ;; 11.1 Years ;;
; HZ-ASJ ;Airbus A321-211; C20Y145 ; 31 Jan 2011 ;; 11.1 Years ;;
; HZ-ASK ;Airbus A321-211; C20Y145 ; 14 Feb 2011 ;; 11.1 Years ;;
; HZ-ASL ;Airbus A321-211; C20Y145 ; 14 Oct 2011 ;; 10.4 Years ;;
; HZ-ASM ;Airbus A321-211; C20Y145 ; 17 Aug 2011 ; Parked ; 10.6 Years ;;
; HZ-ASN ;Airbus A321-211; C20Y145 ; 14 Nov 2011 ;; 10.3 Years ;;
