;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; B-18101 ;Airbus A321-271NX; C12Y168 ; 29 Nov 2021 ;lsd ; 0.3 Years ;;
; B-18102 ;Airbus A321-271NX; C12Y168 ; 13 Dec 2021 ;lsd ; 0.2 Years ;;
; B-18103 ;Airbus A321-271NX; C12Y168 ; 16 Feb 2022 ;; 0.1 Years ;;
; B-18105 ;Airbus A321-271NX; C12Y168 ; On Order ;;;;
; B-18106 ;Airbus A321-271NX;; On Order ;;;;
; B-18107 ;Airbus A321-271NX;; On Order ;;;;
; B-18301 ;Airbus A330-302; C36Y277 ; 29 Jun 2004 ; Parked, lsd ; 17.8 Years ;;
; B-18302 ;Airbus A330-302; C36Y277 ; 8 Jul 2004 ;lsd ; 17.7 Years ;;
; B-18303 ;Airbus A330-302; C36Y277 ; 10 Dec 2004 ;lsd ; 17.3 Years ;;
; B-18305 ;Airbus A330-302; C36Y277 ; 16 Jun 2005 ;lsd ; 16.8 Years ;;
; B-18306 ;Airbus A330-302; C36Y277 ; 8 Jul 2005 ;lsd ; 16.8 Years ;;
; B-18307 ;Airbus A330-302; C36Y277 ; 21 Sep 2005 ;; 16.5 Years ;;
; B-18308 ;Airbus A330-302; C36Y277 ; 20 Oct 2005 ;; 16.5 Years ;;
; B-18309 ;Airbus A330-302; C36Y277 ; 8 Dec 2005 ;; 16.3 Years ;;
; B-18310 ;Airbus A330-302; C30Y277 ; 20 Jan 2006 ;; 16.2 Years ;;
; B-18311 ;Airbus A330-302; C30Y277 ; 20 Jun 2006 ;SkyTeam cs ; 15.8 Years ;;
; B-18315 ;Airbus A330-302; C30Y277 ; 23 Mar 2007 ;; 15 Years ;;
; B-18316 ;Airbus A330-302; C30Y277 ; 16 May 2007 ;; 14.9 Years ;;
; B-18317 ;Airbus A330-302; C30Y277 ; 1 Oct 2007 ;; 14.5 Years ;;
; B-18351 ;Airbus A330-302; C36Y277 ; 10 Feb 2006 ; Parked, lsd ; 16.2 Years ;;
; B-18352 ;Airbus A330-302; C36Y277 ; 8 Feb 2007 ;lsd ; 15.1 Years ;;
; B-18353 ;Airbus A330-302; C36Y277 ; 2 May 2008 ;lsd ; 13.9 Years ;;
; B-18355 ;Airbus A330-302; C36Y277 ; 19 Nov 2010 ;lsd ; 11.3 Years ;;
; B-18356 ;Airbus A330-302; C30Y277 ; 14 Dec 2011 ;lsd ; 10.3 Years ;;
; B-18357 ;Airbus A330-302; C30Y277 ; 19 Jan 2012 ;lsd ; 10.2 Years ;;
; B-18358 ;Airbus A330-302; C30Y277 ; 15 Oct 2012 ;lsd ; 9.4 Years ;;
; B-18359 ;Airbus A330-302; C30Y277 ; 6 Dec 2012 ;lsd ; 9.3 Years ;;
; B-18360 ;Airbus A330-302; C30Y277 ; 2 Dec 2013 ;lsd ; 8.5 Years ;;
; B-18361 ;Airbus A330-302; C30Y277 ; 27 Jun 2014 ;lsd ; 7.8 Years ;;
; B-18901 ;Airbus A350-941; C32W31Y243 ; 30 Sep 2016 ;Mikado Pheasant / Syrmaticus Mikado (帝雉號) cs ; 5.5 Years ;;
; B-18902 ;Airbus A350-941; C32W31Y243 ; 21 Nov 2016 ;; 5.3 Years ;;
; B-18903 ;Airbus A350-941; C32W31Y243 ; 22 Dec 2016 ;; 5.2 Years ;;
; B-18905 ;Airbus A350-941; C32W31Y243 ; 30 Dec 2016 ;; 5.2 Years ;;
; B-18906 ;Airbus A350-941; C32W31Y243 ; 20 Mar 2017 ;; 5 Years ;;
; B-18907 ;Airbus A350-941; C32W31Y243 ; 24 May 2017 ;; 4.8 Years ;;
; B-18908 ;Airbus A350-941; C32W31Y243 ; 25 Jul 2017 ;Taiwan Blue Magpie / Urocissa Caerulea (藍鵲號) cs ; 4.7 Years ;;
; B-18909 ;Airbus A350-941; C32W31Y243 ; 14 Sep 2017 ;; 4.6 Years ;;
; B-18910 ;Airbus A350-941; C32W31Y243 ; 7 Nov 2017 ;; 4.4 Years ;;
; B-18912 ;Airbus A350-941; C32W31Y243 ; 30 Nov 2017 ;; 4.3 Years ;;
; B-18915 ;Airbus A350-941; C32W31Y243 ; 23 Jan 2018 ;; 4.2 Years ;;
; B-18916 ;Airbus A350-941; C32W31Y243 ; 8 Mar 2018 ;; 4 Years ;;
; B-18917 ;Airbus A350-941; C32W31Y243 ; 12 Jun 2018 ;; 3.9 Years ;;
; B-18918 ;Airbus A350-941; C32W31Y243 ; 22 Oct 2018 ;Carbon Fibre / Airbus cs ; 3.6 Years ;;
; B-18612 ;Boeing 737-809(WL); C8Y150 ; 30 Oct 2000 ;; 21.4 Years ;;
; B-18615 ;Boeing 737-809(WL); C8Y150 ; 26 Jul 2002 ; Parked ; 19.7 Years ;;
; B-18651 ;Boeing 737-8Q8(WL); C8Y150 ; 16 Apr 2013 ; Parked, lsd ; 8.9 Years ;;
; B-18652 ;Boeing 737-8Q8(WL); C8Y150 ; 16 May 2013 ;lsd ; 8.8 Years ;;
; B-18653 ;Boeing 737-8Q8(WL); C8Y150 ; 28 Jun 2013 ;lsd ; 8.7 Years ;;
; B-18655 ;Boeing 737-8MA(WL); C8Y150 ; 20 Mar 2014 ; Parked, lsd ; 8 Years ;;
; B-18656 ;Boeing 737-8MA(WL); C8Y150 ; 22 May 2014 ;lsd ; 7.8 Years ;;
