;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; B-2364 ;Airbus A319-115; C8Y120 ; 28 Jun 2005 ;; 16.7 Years ;;
; B-2404 ;Airbus A319-131; C8Y120 ; 22 Apr 2005 ; Parked ; 16.9 Years ;;
; B-6004 ;Airbus A319-115; C8Y120 ; 7 Jul 2005 ;; 16.7 Years ;;
; B-6014 ;Airbus A319-115; C8Y120 ; 21 Jul 2005 ;; 16.6 Years ;;
; B-6022 ;Airbus A319-131; C8Y120 ; 14 Jul 2003 ;; 18.7 Years ;;
; B-6023 ;Airbus A319-131; C8Y120 ; 19 Aug 2003 ;; 18.7 Years ;;
; B-6024 ;Airbus A319-131; C8Y120 ; 2 Sep 2003 ;; 18.7 Years ;;
; B-6031 ;Airbus A319-131; C8Y120 ; 24 Mar 2004 ;; 18.1 Years ;;
; B-6032 ;Airbus A319-131; C8Y120 ; 7 Apr 2004 ;; 18 Years ;;
; B-6033 ;Airbus A319-131; C8Y120 ; 28 Apr 2004 ;; 17.9 Years ;;
; B-6034 ;Airbus A319-115; C8Y120 ; 28 Jul 2004 ;; 17.7 Years ;;
; B-6035 ;Airbus A319-115; C8Y120 ; 25 Aug 2004 ;; 17.5 Years ;;
; B-6036 ;Airbus A319-115; C8Y120 ; 9 Sep 2004 ;; 17.5 Years ;;
; B-6037 ;Airbus A319-115; C8Y120 ; 21 Sep 2004 ;; 17.5 Years ;;
; B-6038 ;Airbus A319-115; C8Y120 ; 28 Sep 2004 ;; 17.4 Years ;;
; B-6044 ;Airbus A319-115; C8Y120 ; 4 Aug 2005 ; Parked ; 16.6 Years ;;
; B-6046 ;Airbus A319-115; C8Y120 ; 23 Aug 2005 ;; 16.5 Years ;;
; B-6047 ;Airbus A319-115; C8Y120 ; 8 Sep 2005 ;; 16.5 Years ;;
; B-6048 ;Airbus A319-131; C8Y120 ; 27 Sep 2005 ;; 16.5 Years ;;
; B-6213 ;Airbus A319-131; C8Y120 ; 23 Nov 2005 ;; 16.3 Years ;;
; B-6216 ;Airbus A319-131; C8Y120 ; 22 Dec 2005 ;; 16.2 Years ;;
; B-6223 ;Airbus A319-115; C8Y120 ; 21 Jun 2006 ;; 15.7 Years ;;
; B-6225 ;Airbus A319-115; C8Y120 ; 6 Jul 2006 ;; 15.7 Years ;;
; B-6226 ;Airbus A319-115; C8Y120 ; 20 Jul 2006 ;; 15.6 Years ;;
; B-6227 ;Airbus A319-115; C8Y120 ; 2 Aug 2006 ;; 15.6 Years ;;
; B-6228 ;Airbus A319-115; C8Y120 ; 25 Sep 2006 ; Parked ; 15.5 Years ;;
; B-6235 ;Airbus A319-131; C8Y120 ; 12 Jul 2007 ;; 14.7 Years ;;
; B-6236 ;Airbus A319-131; C8Y120 ; 19 Jul 2007 ;; 14.6 Years ;;
; B-6237 ;Airbus A319-115; C8Y120 ; 13 Aug 2007 ; Parked ; 14.6 Years ;;
; B-6238 ;Airbus A319-115; C8Y120 ; 13 Sep 2007 ; Parked ; 14.5 Years ;;
; B-6468 ;Airbus A319-115(WL); C8Y120 ; 20 Mar 2015 ;; 7 Years ;;
; B-6478 ;Airbus A319-115(WL); C8Y120 ; 28 Jul 2015 ;; 6.6 Years ;;
; B-6479 ;Airbus A319-115(WL); C8Y120 ; 19 Oct 2015 ;; 6.4 Years ;;
; B-1686 ;Airbus A320-214(WL); C8Y150 ; 20 May 2015 ; Parked ; 6.9 Years ;;
; B-1687 ;Airbus A320-214(WL); C8Y150 ; 13 Nov 2015 ;lsd ; 6.3 Years ;;
; B-1852 ;Airbus A320-214(WL); C8Y150 ; 12 Nov 2014 ;; 7.3 Years ;;
; B-1853 ;Airbus A320-214(WL); C8Y150 ; 19 Sep 2014 ;; 7.5 Years ;;
; B-1873 ;Airbus A320-214(WL); C8Y150 ; 24 Sep 2014 ;; 7.5 Years ;;
; B-1875 ;Airbus A320-214(WL); C8Y150 ; 16 Dec 2014 ;; 7.2 Years ;;
; B-304E ;Airbus A320-214(WL); C8Y150 ; 19 Oct 2018 ;lsd ; 3.4 Years ;;
; B-304F ;Airbus A320-214(WL); C8Y150 ; 24 Oct 2018 ; Parked, lsd ; 3.4 Years ;;
; B-6606 ;Airbus A320-214; C8Y150 ; 28 Jul 2009 ;lsd ; 14.3 Years ;;
; B-6607 ;Airbus A320-214; C8Y150 ; 23 Aug 2010 ;lsd ; 13.9 Years ;;
; B-6609 ;Airbus A320-214; C8Y150 ; 12 Dec 2009 ;lsd ; 14.6 Years ;;
; B-6610 ;Airbus A320-214; C8Y150 ; 12 Jan 2010 ;lsd ; 14.5 Years ;;
; B-6611 ;Airbus A320-214; C8Y150 ; 3 Dec 2009 ;lsd ; 15.8 Years ;;
; B-6677 ;Airbus A320-232; C8Y150 ; 30 Jun 2010 ;; 11.7 Years ;;
; B-6731 ;Airbus A320-232; C8Y150 ; 24 Feb 2011 ;; 11.1 Years ;;
; B-6733 ;Airbus A320-232; C8Y150 ; 26 Apr 2011 ;; 10.9 Years ;;
; B-6745 ;Airbus A320-232; C8Y150 ; 2 Jun 2011 ;; 10.8 Years ;;
