;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; PK-GPL ;Airbus A330-243; C36Y186 ; 16 Dec 2010 ; Parked CGK, lsd ; 11.3 Years ;;
; PK-GPM ;Airbus A330-243; C18Y242 ; 14 Apr 2011 ; Parked CGK, lsd ; 10.9 Years ;;
; PK-GPN ;Airbus A330-243; C18Y242 ; 10 Nov 2011 ; Parked, lsd ; 10.4 Years ;;
; PK-GPO ;Airbus A330-243; C18Y242 ; 22 Feb 2012 ; Parked, lsd ; 10.1 Years ;;
; PK-GPP ;Airbus A330-243; C36Y186 ; 30 Nov 2012 ; Parked, lsd ; 9.3 Years ;;
; PK-GPQ ;Airbus A330-243; C36Y186 ; 30 Apr 2013 ; Parked ; 8.9 Years ;;
; PK-GPS ;Airbus A330-243; C36Y186 ; 16 Dec 2013 ;lsd ; 8.2 Years ;;
; PK-GHA ;Airbus A330-343; C24Y263 ; 25 Mar 2016 ;lsd ; 6.1 Years ;;
; PK-GHC ;Airbus A330-343; C24Y263 ; 23 May 2016 ;lsd, Ayo Pakai Masker (Mask On) cs ; 5.9 Years ;;
; PK-GHD ;Airbus A330-343; C24Y263 ; 30 Aug 2016 ;lsd, 1969 retro cs ; 5.8 Years ;;
; PK-GPA ;Airbus A330-341; Preighter ; 16 Dec 1996 ; Parked, "Cargo" sticker ; 25.3 Years ;;
; PK-GPC ;Airbus A330-341; Y360 ; 23 Dec 1996 ; Parked CGK ; 25.2 Years ;;
; PK-GPD ;Airbus A330-341; Preighter ; 24 Jan 1997 ;"Cargo" sticker ; 25.1 Years ;;
; PK-GPE ;Airbus A330-341; Y360 ; 25 Feb 1997 ; Parked ; 25.1 Years ;;
; PK-GPF ;Airbus A330-341; Y360 ; 19 Mar 1997 ;; 25 Years ;;
; PK-GPG ;Airbus A330-341; Y360 ; 14 Apr 1997 ; Parked CGK ; 24.9 Years ;;
; PK-GPR ;Airbus A330-343; C36Y215 ; 25 Sep 2013 ; Parked CGK, Skyteam cs ; 8.5 Years ;;
; PK-GPT ;Airbus A330-343; C36Y215 ; 18 Aug 2014 ; Parked CGK, lsd ; 7.7 Years ;;
; PK-GPU ;Airbus A330-343; C36Y215 ; 22 Sep 2014 ; Parked, lsd ; 7.5 Years ;;
; PK-GPV ;Airbus A330-343; C36Y215 ; 18 Nov 2014 ; Parked CGK, lsd ; 7.3 Years ;;
; PK-GPW ;Airbus A330-343; C36Y215 ; 8 Dec 2014 ;lsd ; 7.3 Years ;;
; PK-GPX ;Airbus A330-343; C36Y215 ; 14 Aug 2015 ; Parked, lsd ; 6.7 Years ;;
; PK-GPY ;Airbus A330-343; C36Y215 ; 14 Oct 2015 ; Parked, lsd ; 6.5 Years ;;
; PK-GPZ ;Airbus A330-343; C24Y263 ; 29 Jan 2016 ; Parked, lsd ; 6.1 Years ;;
; PK-GHE ;Airbus A330-941; C24Y277 ; 14 Nov 2019 ; Parked, lsd ; 2.3 Years ;;
; PK-GHF ;Airbus A330-941; C24Y277 ; 2 Dec 2019 ; Parked, lsd, "Rans" sticker ; 2.4 Years ;;
